PR number,open,close,days_to_close
49247,2022-08-18T20:34:51.000Z,2022-09-14T11:23:09.000Z,26.616875
49244,2022-08-18T19:21:54.000Z,2022-08-23T19:27:29.000Z,5.003877314814815
49243,2022-08-18T18:57:26.000Z,2022-08-18T20:15:07.000Z,0.05394675925925926
49242,2022-08-18T18:53:54.000Z,2022-08-19T20:45:20.000Z,1.0773842592592593
49241,2022-08-18T18:28:51.000Z,2022-08-19T07:10:51.000Z,0.5291666666666667
49240,2022-08-18T18:10:17.000Z,2022-08-22T10:23:15.000Z,3.6756712962962963
49239,2022-08-18T17:52:37.000Z,2022-08-19T10:09:38.000Z,0.6784837962962963
49238,2022-08-18T17:28:32.000Z,2022-08-22T14:18:00.000Z,3.8676851851851852
49237,2022-08-18T16:54:59.000Z,2022-08-25T15:24:41.000Z,6.937291666666667
49236,2022-08-18T16:39:02.000Z,2022-08-18T20:14:17.000Z,0.14947916666666666
49235,2022-08-18T16:28:40.000Z,2022-08-31T17:00:20.000Z,13.02199074074074
49233,2022-08-18T15:35:57.000Z,2022-08-25T15:10:54.000Z,6.9826041666666665
49232,2022-08-18T15:27:46.000Z,2022-09-19T13:43:05.000Z,31.92730324074074
49231,2022-08-18T15:17:18.000Z,2022-10-10T18:13:28.000Z,53.122337962962966
49230,2022-08-18T15:04:34.000Z,2022-08-31T21:51:15.000Z,13.28241898148148
49229,2022-08-18T15:01:21.000Z,2022-11-04T21:31:59.000Z,78.22960648148148
49226,2022-08-18T14:34:36.000Z,2022-08-18T21:41:12.000Z,0.29625
49225,2022-08-18T14:03:09.000Z,2022-08-22T16:31:44.000Z,4.103182870370371
49224,2022-08-18T13:56:06.000Z,2022-11-01T00:40:11.000Z,74.40561342592592
49223,2022-08-18T13:33:14.000Z,2023-01-31T21:08:01.000Z,166.2741550925926
49222,2022-08-18T13:15:45.000Z,2022-09-07T08:30:56.000Z,19.802210648148147
49221,2022-08-18T11:46:09.000Z,2022-08-29T14:37:27.000Z,11.118958333333333
49220,2022-08-18T11:34:32.000Z,2022-10-07T11:36:24.000Z,50.001296296296296
49219,2022-08-18T11:34:29.000Z,2022-11-03T21:01:27.000Z,77.35206018518518
49218,2022-08-18T11:34:25.000Z,2022-08-30T17:01:24.000Z,12.227071759259259
49217,2022-08-18T11:29:51.000Z,2022-08-18T14:08:23.000Z,0.11009259259259259
49214,2022-08-18T09:40:54.000Z,2022-09-07T13:35:11.000Z,20.16269675925926
49212,2022-08-18T08:56:47.000Z,null,null
49211,2022-08-18T08:13:53.000Z,2022-08-19T12:09:43.000Z,1.1637731481481481
49209,2022-08-18T07:31:41.000Z,2022-08-26T09:56:51.000Z,8.100810185185185
49207,2022-08-18T06:08:33.000Z,2022-08-30T08:26:20.000Z,12.09568287037037
49206,2022-08-18T04:57:08.000Z,2022-08-18T14:08:44.000Z,0.38305555555555554
49205,2022-08-18T03:05:11.000Z,2022-08-18T11:34:51.000Z,0.3539351851851852
49204,2022-08-18T02:56:46.000Z,2022-09-08T08:13:57.000Z,21.220266203703705
49199,2022-08-18T00:56:31.000Z,2022-08-18T11:34:17.000Z,0.4428935185185185
49198,2022-08-17T23:11:00.000Z,2022-08-29T20:09:50.000Z,11.874189814814814
49197,2022-08-17T20:31:25.000Z,2022-08-17T22:02:15.000Z,0.0630787037037037
49196,2022-08-17T19:41:13.000Z,2022-08-17T22:53:06.000Z,0.1332523148148148
49194,2022-08-17T17:38:52.000Z,2022-08-18T15:25:43.000Z,0.9075347222222222
49193,2022-08-17T17:21:28.000Z,2022-08-17T17:47:16.000Z,0.017916666666666668
49192,2022-08-17T17:13:51.000Z,2022-08-18T08:20:33.000Z,0.6296527777777777
49191,2022-08-17T16:47:28.000Z,2022-08-18T09:20:26.000Z,0.6895601851851851
49190,2022-08-17T16:29:23.000Z,2022-09-19T20:20:54.000Z,33.16077546296296
49189,2022-08-17T16:19:14.000Z,2022-08-17T20:39:07.000Z,0.18047453703703703
49188,2022-08-17T16:11:42.000Z,2022-08-17T20:58:13.000Z,0.19896990740740741
49187,2022-08-17T16:03:25.000Z,2022-09-07T08:30:16.000Z,20.6853125
49186,2022-08-17T16:00:45.000Z,2022-08-18T20:13:48.000Z,1.1757291666666667
49185,2022-08-17T15:57:06.000Z,2022-09-15T00:13:46.000Z,28.34490740740741
49182,2022-08-17T15:24:16.000Z,2022-08-26T09:56:33.000Z,8.772418981481481
49181,2022-08-17T15:22:10.000Z,2022-08-18T11:33:39.000Z,0.8413078703703704
49180,2022-08-17T15:11:23.000Z,2022-08-26T13:29:48.000Z,8.929456018518518
49179,2022-08-17T15:05:06.000Z,2022-09-09T11:05:39.000Z,22.833715277777777
49176,2022-08-17T14:44:31.000Z,2022-08-17T15:09:46.000Z,0.017534722222222222
49175,2022-08-17T14:32:50.000Z,2022-09-06T15:44:04.000Z,20.049467592592592
49172,2022-08-17T14:15:33.000Z,2022-08-17T22:53:34.000Z,0.3597337962962963
49171,2022-08-17T14:10:43.000Z,2022-08-19T10:09:47.000Z,1.832685185185185
49170,2022-08-17T14:06:11.000Z,2022-08-19T10:10:15.000Z,1.8361574074074074
49168,2022-08-17T14:04:53.000Z,2022-08-19T13:47:56.000Z,1.9882291666666667
49167,2022-08-17T13:56:16.000Z,2022-08-19T09:51:26.000Z,1.8299768518518518
49165,2022-08-17T13:47:33.000Z,2022-09-20T09:08:15.000Z,33.806041666666665
49163,2022-08-17T13:38:16.000Z,2022-09-09T10:50:06.000Z,22.883217592592594
49161,2022-08-17T12:49:38.000Z,2022-10-14T07:51:15.000Z,57.79278935185185
49160,2022-08-17T12:46:32.000Z,2022-08-17T15:52:02.000Z,0.12881944444444443
49159,2022-08-17T12:44:50.000Z,2022-08-17T15:07:32.000Z,0.09909722222222223
49158,2022-08-17T12:28:56.000Z,2022-08-18T21:40:23.000Z,1.382951388888889
49156,2022-08-17T11:54:07.000Z,2022-09-15T11:32:52.000Z,28.985243055555557
49153,2022-08-17T11:17:25.000Z,2022-08-17T14:16:05.000Z,0.12407407407407407
49152,2022-08-17T11:13:38.000Z,2022-09-06T07:56:22.000Z,19.863009259259258
49150,2022-08-17T10:32:43.000Z,2022-08-17T15:07:22.000Z,0.19072916666666667
49149,2022-08-17T10:20:57.000Z,2022-08-19T10:10:26.000Z,1.9926967592592593
49147,2022-08-17T09:52:10.000Z,2022-08-29T08:43:42.000Z,11.952453703703704
49146,2022-08-17T09:33:09.000Z,2022-08-18T08:19:49.000Z,0.9490740740740741
49144,2022-08-17T08:26:43.000Z,2022-08-23T08:16:04.000Z,5.992604166666666
49143,2022-08-17T08:02:35.000Z,2022-08-23T02:46:48.000Z,5.780706018518519
49141,2022-08-17T04:06:47.000Z,2022-10-26T09:43:59.000Z,70.23416666666667
49140,2022-08-17T03:59:55.000Z,2022-09-18T12:32:31.000Z,32.35597222222222
49138,2022-08-17T03:54:20.000Z,2022-08-17T15:05:23.000Z,0.46600694444444446
49137,2022-08-17T03:50:16.000Z,2022-09-30T09:45:37.000Z,44.246770833333336
49135,2022-08-17T02:56:24.000Z,2022-08-19T08:16:19.000Z,2.222164351851852
49133,2022-08-17T02:21:46.000Z,2022-08-30T08:26:48.000Z,13.25349537037037
49132,2022-08-17T02:18:55.000Z,2022-08-17T08:14:11.000Z,0.24671296296296297
49131,2022-08-17T02:16:00.000Z,2022-09-01T06:50:24.000Z,15.190555555555555
49130,2022-08-17T01:48:26.000Z,2022-09-13T16:24:46.000Z,27.608564814814816
49129,2022-08-16T22:49:24.000Z,2022-08-17T10:10:03.000Z,0.4726736111111111
49128,2022-08-16T21:03:07.000Z,2022-08-17T10:09:55.000Z,0.5463888888888889
49127,2022-08-16T19:36:00.000Z,2022-08-19T06:30:02.000Z,2.4541898148148147
49126,2022-08-16T19:16:04.000Z,2022-08-17T20:24:14.000Z,1.0473379629629629
49125,2022-08-16T18:20:51.000Z,2022-08-30T08:27:01.000Z,13.587615740740741
49123,2022-08-16T17:42:21.000Z,2022-08-18T19:54:58.000Z,2.0920949074074073
49122,2022-08-16T17:07:50.000Z,2022-08-16T20:56:40.000Z,0.15891203703703705
49120,2022-08-16T16:15:15.000Z,2022-08-17T10:09:17.000Z,0.7458564814814815
49118,2022-08-16T15:45:28.000Z,2022-08-17T08:14:57.000Z,0.6871412037037037
49117,2022-08-16T15:40:19.000Z,2022-08-19T14:26:11.000Z,2.9485185185185183
49115,2022-08-16T15:21:27.000Z,2022-08-23T14:23:56.000Z,6.96005787037037
49114,2022-08-16T15:02:44.000Z,2022-08-17T13:38:23.000Z,0.9414236111111111
49113,2022-08-16T14:59:30.000Z,2022-08-16T18:43:16.000Z,0.15539351851851851
49111,2022-08-16T13:40:13.000Z,2022-08-16T16:10:59.000Z,0.10469907407407407
49110,2022-08-16T13:27:58.000Z,2022-11-03T08:56:59.000Z,78.77015046296296
49109,2022-08-16T13:20:44.000Z,2022-11-09T09:43:17.000Z,84.8073263888889
49107,2022-08-16T13:00:27.000Z,2022-08-31T21:50:14.000Z,15.367905092592592
49104,2022-08-16T12:56:32.000Z,2022-08-25T21:05:28.000Z,9.339537037037037
49103,2022-08-16T12:52:14.000Z,2022-08-16T13:31:23.000Z,0.0271875
49101,2022-08-16T10:22:32.000Z,2022-08-17T10:11:01.000Z,0.9920023148148148
49099,2022-08-16T10:05:29.000Z,2022-09-12T10:52:18.000Z,27.032511574074075
49098,2022-08-16T10:03:37.000Z,2022-09-07T19:15:04.000Z,22.382951388888888
49097,2022-08-16T10:01:18.000Z,2022-08-17T17:32:12.000Z,1.313125
49096,2022-08-16T09:53:39.000Z,2022-09-08T08:13:48.000Z,22.930659722222224
49093,2022-08-16T09:49:06.000Z,2022-08-18T21:39:16.000Z,2.493171296296296
49092,2022-08-16T09:35:09.000Z,2022-08-22T16:30:46.000Z,6.288622685185185
49091,2022-08-16T09:22:21.000Z,2022-08-17T19:36:46.000Z,1.4266782407407408
49090,2022-08-16T08:40:50.000Z,2022-09-02T08:51:57.000Z,17.007719907407406
49088,2022-08-16T07:41:21.000Z,2022-08-24T03:22:00.000Z,7.819895833333334
49087,2022-08-16T05:09:59.000Z,2022-09-08T21:36:38.000Z,23.68517361111111
49085,2022-08-16T02:25:52.000Z,2022-08-29T08:27:15.000Z,13.250960648148148
49084,2022-08-15T22:26:57.000Z,2022-09-19T13:48:10.000Z,34.6397337962963
49083,2022-08-15T21:29:26.000Z,2022-10-11T09:11:45.000Z,56.48771990740741
49082,2022-08-15T20:53:24.000Z,2022-09-05T08:16:07.000Z,20.474108796296296
49081,2022-08-15T20:53:16.000Z,2022-08-17T08:08:46.000Z,1.4690972222222223
49077,2022-08-15T17:25:32.000Z,2022-10-19T14:07:16.000Z,64.86231481481481
49076,2022-08-15T17:14:26.000Z,2022-08-16T14:11:30.000Z,0.8729629629629629
49075,2022-08-15T17:05:47.000Z,2022-08-16T08:28:04.000Z,0.640474537037037
49072,2022-08-15T16:35:30.000Z,2022-08-19T10:09:15.000Z,3.7317708333333335
49070,2022-08-15T16:02:36.000Z,2022-08-15T18:37:38.000Z,0.10766203703703704
49068,2022-08-15T15:13:39.000Z,2022-08-17T15:06:23.000Z,1.9949537037037037
49067,2022-08-15T14:48:50.000Z,2022-08-26T06:39:23.000Z,10.660104166666667
49065,2022-08-15T13:56:49.000Z,2022-08-30T10:43:13.000Z,14.865555555555556
49064,2022-08-15T13:53:46.000Z,2022-08-16T08:26:11.000Z,0.7725115740740741
49063,2022-08-15T13:52:21.000Z,2022-08-16T08:25:51.000Z,0.7732638888888889
49062,2022-08-15T13:50:28.000Z,2022-08-16T09:13:41.000Z,0.8077893518518519
49059,2022-08-15T13:02:54.000Z,2022-08-15T19:07:38.000Z,0.25328703703703703
49058,2022-08-15T12:54:53.000Z,2022-08-29T15:17:49.000Z,14.09925925925926
49055,2022-08-15T11:25:14.000Z,2022-08-26T09:56:15.000Z,10.93820601851852
49053,2022-08-15T06:38:47.000Z,2022-08-16T08:24:55.000Z,1.0737037037037036
49052,2022-08-15T03:56:44.000Z,2022-08-15T18:40:49.000Z,0.6139467592592592
49050,2022-08-14T18:59:58.000Z,2022-08-24T08:06:58.000Z,9.546527777777778
49049,2022-08-14T17:53:10.000Z,2022-08-31T21:49:47.000Z,17.16431712962963
49048,2022-08-13T22:29:14.000Z,2022-08-16T08:26:45.000Z,2.4149421296296296
49045,2022-08-13T18:10:54.000Z,2022-08-15T08:23:41.000Z,1.5922106481481482
49043,2022-08-13T14:37:23.000Z,2022-08-14T14:08:19.000Z,0.9798148148148148
49042,2022-08-13T05:22:19.000Z,2022-08-15T08:23:00.000Z,2.125474537037037
49041,2022-08-12T18:16:46.000Z,2022-08-12T19:15:50.000Z,0.04101851851851852
49040,2022-08-12T18:15:22.000Z,2022-08-17T17:21:39.000Z,4.962696759259259
49039,2022-08-12T17:18:44.000Z,2022-09-01T12:29:58.000Z,19.799467592592592
49038,2022-08-12T17:17:10.000Z,2022-08-12T18:40:27.000Z,0.05783564814814815
49037,2022-08-12T17:00:02.000Z,2022-08-16T12:59:03.000Z,3.8326504629629627
49035,2022-08-12T16:19:40.000Z,2022-08-12T19:25:52.000Z,0.12930555555555556
49034,2022-08-12T16:04:57.000Z,2022-08-12T16:43:49.000Z,0.026990740740740742
49033,2022-08-12T16:04:23.000Z,2022-08-12T16:43:37.000Z,0.02724537037037037
49031,2022-08-12T15:41:11.000Z,2022-11-18T22:33:11.000Z,98.24444444444444
49030,2022-08-12T15:36:39.000Z,2022-09-22T13:24:20.000Z,40.908113425925926
49029,2022-08-12T15:19:54.000Z,2022-08-12T16:17:19.000Z,0.039872685185185185
49028,2022-08-12T15:06:25.000Z,2022-09-05T09:31:08.000Z,23.767164351851854
49025,2022-08-12T14:12:07.000Z,2022-08-17T08:06:56.000Z,4.746400462962963
49024,2022-08-12T14:10:53.000Z,2022-08-29T08:18:19.000Z,16.75516203703704
49022,2022-08-12T13:42:16.000Z,2022-08-15T12:36:48.000Z,2.954537037037037
49020,2022-08-12T13:06:42.000Z,2022-08-12T13:20:19.000Z,0.009456018518518518
49018,2022-08-12T12:59:45.000Z,2022-08-12T15:39:29.000Z,0.11092592592592593
49015,2022-08-12T12:04:06.000Z,2022-08-15T18:10:51.000Z,3.2546875
49013,2022-08-12T11:27:45.000Z,2022-08-26T09:55:36.000Z,13.936006944444445
49011,2022-08-12T10:22:48.000Z,2022-08-12T15:39:36.000Z,0.22
49010,2022-08-12T10:18:05.000Z,2022-09-17T13:06:32.000Z,36.11697916666667
49009,2022-08-12T10:07:19.000Z,2022-09-01T18:15:15.000Z,20.33884259259259
49007,2022-08-12T09:43:26.000Z,2022-11-10T00:30:46.000Z,89.57453703703703
49003,2022-08-12T08:57:08.000Z,2022-08-12T09:35:19.000Z,0.026516203703703705
49001,2022-08-12T08:47:31.000Z,2022-08-22T08:23:10.000Z,9.983090277777778
48998,2022-08-12T08:30:16.000Z,2022-08-12T13:14:26.000Z,0.19733796296296297
48996,2022-08-12T08:14:03.000Z,2022-08-12T13:44:19.000Z,0.22935185185185186
48995,2022-08-12T08:11:54.000Z,2022-08-12T13:14:53.000Z,0.2104050925925926
48994,2022-08-12T08:06:39.000Z,2022-08-12T08:43:00.000Z,0.025243055555555557
48993,2022-08-12T07:59:44.000Z,2022-08-12T13:15:10.000Z,0.21905092592592593
48990,2022-08-12T06:33:17.000Z,2022-08-12T13:15:27.000Z,0.2792824074074074
48989,2022-08-12T06:15:23.000Z,2022-08-15T08:22:21.000Z,3.0881712962962964
48988,2022-08-12T05:17:42.000Z,2022-08-15T15:46:54.000Z,3.4369444444444444
48987,2022-08-12T04:51:19.000Z,2022-08-12T06:45:02.000Z,0.0789699074074074
48986,2022-08-12T04:34:42.000Z,2022-08-12T09:33:02.000Z,0.20717592592592593
48985,2022-08-12T04:34:36.000Z,2022-08-12T09:34:31.000Z,0.20827546296296295
48984,2022-08-12T04:28:08.000Z,2022-08-12T09:34:22.000Z,0.21266203703703704
48983,2022-08-12T04:22:50.000Z,2022-08-14T14:05:36.000Z,2.404699074074074
48982,2022-08-12T04:22:40.000Z,2022-08-12T09:34:16.000Z,0.21638888888888888
48981,2022-08-12T04:21:01.000Z,2022-08-12T14:18:35.000Z,0.41497685185185185
48980,2022-08-12T04:20:54.000Z,2022-08-12T13:15:54.000Z,0.3715277777777778
48979,2022-08-12T04:20:48.000Z,2022-08-12T15:39:22.000Z,0.47122685185185187
48978,2022-08-12T04:18:45.000Z,2022-08-14T14:05:10.000Z,2.407233796296296
48976,2022-08-12T03:46:14.000Z,2022-08-12T13:17:00.000Z,0.39636574074074077
48975,2022-08-12T03:38:24.000Z,2022-08-12T15:39:16.000Z,0.5006018518518518
48974,2022-08-12T03:38:13.000Z,2022-08-31T16:17:38.000Z,19.527372685185185
48973,2022-08-12T03:37:55.000Z,2022-08-12T15:23:31.000Z,0.49
48972,2022-08-12T03:37:47.000Z,2022-08-12T09:34:10.000Z,0.24748842592592593
48971,2022-08-12T03:37:38.000Z,2022-08-14T14:04:33.000Z,2.4353587962962964
48970,2022-08-12T03:37:28.000Z,2022-08-17T14:58:55.000Z,5.473229166666667
48969,2022-08-12T03:37:20.000Z,2022-08-16T14:10:37.000Z,4.439780092592593
48968,2022-08-12T00:36:56.000Z,2022-08-12T14:18:27.000Z,0.5704976851851852
48966,2022-08-12T00:33:50.000Z,2022-08-14T14:06:28.000Z,2.564328703703704
48965,2022-08-11T23:49:39.000Z,2022-08-12T04:33:12.000Z,0.19690972222222222
48964,2022-08-11T22:36:47.000Z,2022-08-12T17:41:00.000Z,0.7945949074074075
48963,2022-08-11T21:27:27.000Z,2022-10-31T00:37:57.000Z,80.090625
48962,2022-08-11T21:13:10.000Z,2022-08-12T15:59:05.000Z,0.781886574074074
48961,2022-08-11T20:26:40.000Z,2022-08-11T21:14:25.000Z,0.03315972222222222
48959,2022-08-11T20:05:29.000Z,2022-08-11T23:39:18.000Z,0.1484837962962963
48958,2022-08-11T20:01:46.000Z,2022-08-12T22:54:03.000Z,1.1196412037037038
48957,2022-08-11T19:16:23.000Z,2022-08-15T08:21:53.000Z,3.545486111111111
48956,2022-08-11T19:06:32.000Z,2022-08-24T08:06:54.000Z,12.541921296296296
48955,2022-08-11T18:44:33.000Z,2022-08-11T23:59:27.000Z,0.21868055555555554
48952,2022-08-11T17:36:47.000Z,2022-08-12T09:34:03.000Z,0.6647685185185185
48949,2022-08-11T16:56:45.000Z,2022-10-05T10:41:46.000Z,54.73959490740741
48948,2022-08-11T16:07:33.000Z,2022-08-12T09:33:44.000Z,0.7265162037037037
48947,2022-08-11T16:03:45.000Z,2022-08-12T09:04:26.000Z,0.7088078703703704
48945,2022-08-11T14:51:04.000Z,2022-08-15T08:21:29.000Z,3.7294560185185186
48942,2022-08-11T14:01:24.000Z,2022-08-17T08:06:19.000Z,5.753414351851852
48941,2022-08-11T14:00:32.000Z,2022-08-18T08:19:29.000Z,6.763159722222222
48940,2022-08-11T13:52:31.000Z,2022-08-12T09:33:36.000Z,0.8201967592592593
48939,2022-08-11T13:22:56.000Z,2022-08-25T21:38:27.000Z,14.344108796296297
48938,2022-08-11T13:22:16.000Z,2023-03-05T00:31:35.000Z,205.42313657407408
48936,2022-08-11T13:13:55.000Z,2022-09-22T16:04:01.000Z,42.118125
48935,2022-08-11T12:59:47.000Z,2022-08-12T12:08:33.000Z,0.9644212962962962
48933,2022-08-11T12:38:02.000Z,2022-08-23T14:24:24.000Z,12.073865740740741
48932,2022-08-11T12:31:26.000Z,2022-12-08T00:30:42.000Z,118.45782407407407
48931,2022-08-11T11:38:47.000Z,2022-08-19T10:08:59.000Z,7.9376388888888885
48930,2022-08-11T11:38:45.000Z,2022-08-18T08:29:53.000Z,6.868842592592593
48929,2022-08-11T11:38:06.000Z,2022-08-19T10:14:22.000Z,7.941851851851852
48928,2022-08-11T11:25:39.000Z,2022-10-06T14:09:52.000Z,56.11403935185185
48927,2022-08-11T10:57:54.000Z,2022-08-17T10:07:44.000Z,5.965162037037037
48926,2022-08-11T10:41:30.000Z,2022-10-03T08:06:47.000Z,52.89255787037037
48925,2022-08-11T10:17:57.000Z,2022-08-11T14:47:08.000Z,0.18693287037037037
48924,2022-08-11T10:08:09.000Z,2022-08-22T11:02:14.000Z,11.037557870370371
48923,2022-08-11T10:02:59.000Z,2022-08-11T12:23:23.000Z,0.0975
48922,2022-08-11T10:01:28.000Z,2022-08-12T13:17:44.000Z,1.1362962962962964
48920,2022-08-11T09:54:02.000Z,2022-09-06T14:35:39.000Z,26.19556712962963
48919,2022-08-11T09:22:53.000Z,2022-08-15T12:33:01.000Z,4.132037037037037
48917,2022-08-11T09:06:47.000Z,2022-08-12T09:31:42.000Z,1.0173032407407407
48916,2022-08-11T08:52:31.000Z,2022-08-15T18:40:29.000Z,4.408310185185186
48915,2022-08-11T08:48:02.000Z,2022-08-18T12:13:14.000Z,7.1425
48914,2022-08-11T08:39:59.000Z,2022-08-19T07:21:39.000Z,7.945601851851852
48910,2022-08-11T08:08:32.000Z,2022-08-14T15:14:41.000Z,3.2959375
48909,2022-08-11T06:51:27.000Z,2022-08-11T07:37:55.000Z,0.032268518518518516
48908,2022-08-11T04:53:20.000Z,2022-08-11T10:20:34.000Z,0.22724537037037038
48906,2022-08-11T04:28:26.000Z,2022-08-16T23:08:43.000Z,5.7779745370370375
48905,2022-08-11T03:57:55.000Z,2022-08-15T12:32:45.000Z,4.3575231481481485
48904,2022-08-11T03:10:15.000Z,2022-08-11T10:20:27.000Z,0.29875
48903,2022-08-11T02:56:57.000Z,2022-11-21T10:31:20.000Z,102.27387731481481
48902,2022-08-11T02:19:03.000Z,2022-08-11T15:46:25.000Z,0.5606712962962963
48901,2022-08-11T01:57:18.000Z,2022-08-12T13:18:06.000Z,1.4727777777777777
48900,2022-08-10T22:31:26.000Z,2022-08-11T10:20:21.000Z,0.4923032407407407
48899,2022-08-10T22:14:13.000Z,2023-02-07T16:16:11.000Z,180.70969907407408
48898,2022-08-10T22:09:10.000Z,2022-08-11T16:17:05.000Z,0.7554976851851852
48896,2022-08-10T21:25:49.000Z,2022-08-11T10:20:13.000Z,0.5377777777777778
48895,2022-08-10T20:57:27.000Z,2023-01-09T09:16:55.000Z,151.47185185185185
48894,2022-08-10T20:13:32.000Z,2022-08-11T10:20:05.000Z,0.5878819444444444
48893,2022-08-10T20:04:06.000Z,2022-09-21T18:05:32.000Z,41.91766203703704
48892,2022-08-10T19:32:29.000Z,2022-08-12T11:22:42.000Z,1.6598726851851853
48891,2022-08-10T18:42:31.000Z,2022-08-18T08:19:20.000Z,7.567233796296296
48890,2022-08-10T18:40:01.000Z,2022-08-10T20:35:18.000Z,0.08005787037037038
48889,2022-08-10T18:34:23.000Z,2022-08-11T15:45:59.000Z,0.8830555555555556
48885,2022-08-10T16:33:16.000Z,2022-08-16T08:23:23.000Z,5.65980324074074
48884,2022-08-10T16:24:25.000Z,2022-08-11T10:19:59.000Z,0.7469212962962963
48883,2022-08-10T16:01:33.000Z,2022-08-19T10:08:34.000Z,8.754872685185186
48882,2022-08-10T15:33:51.000Z,2022-10-11T12:46:17.000Z,61.88363425925926
48881,2022-08-10T15:23:31.000Z,2022-08-10T17:10:02.000Z,0.0739699074074074
48879,2022-08-10T14:44:54.000Z,2022-08-10T19:37:39.000Z,0.2032986111111111
48878,2022-08-10T14:35:17.000Z,2022-08-19T00:13:17.000Z,8.401388888888889
48876,2022-08-10T14:22:09.000Z,2022-08-11T10:15:11.000Z,0.8284953703703704
48874,2022-08-10T14:10:27.000Z,2022-08-11T15:46:33.000Z,1.066736111111111
48873,2022-08-10T14:03:15.000Z,2022-08-18T22:19:40.000Z,8.344733796296296
48872,2022-08-10T14:02:09.000Z,2022-08-22T13:49:03.000Z,11.990902777777778
48871,2022-08-10T13:47:00.000Z,2022-08-12T15:24:46.000Z,2.0678935185185185
48870,2022-08-10T13:35:15.000Z,2022-08-18T08:19:12.000Z,7.780520833333333
48869,2022-08-10T13:17:19.000Z,2022-08-12T13:49:22.000Z,2.0222569444444445
48868,2022-08-10T13:00:22.000Z,2022-08-11T10:19:53.000Z,0.8885532407407407
48867,2022-08-10T12:14:24.000Z,2022-08-10T12:44:20.000Z,0.020787037037037038
48866,2022-08-10T12:05:04.000Z,2022-08-11T15:01:08.000Z,1.1222685185185186
48865,2022-08-10T11:39:33.000Z,2022-12-27T00:30:44.000Z,138.49387731481482
48864,2022-08-10T11:20:53.000Z,2022-08-25T10:13:38.000Z,14.95329861111111
48862,2022-08-10T11:15:01.000Z,2022-08-11T10:17:31.000Z,0.9600694444444444
48861,2022-08-10T09:57:50.000Z,2022-08-19T10:08:27.000Z,9.007372685185185
48860,2022-08-10T09:57:21.000Z,2022-08-11T10:17:25.000Z,1.0139351851851852
48859,2022-08-10T09:55:11.000Z,2022-08-10T10:39:17.000Z,0.030625
48858,2022-08-10T09:14:49.000Z,2022-08-11T22:21:46.000Z,1.5464930555555556
48856,2022-08-10T08:21:01.000Z,2022-11-10T00:30:49.000Z,91.63180555555556
48855,2022-08-10T07:55:50.000Z,2022-08-11T10:17:19.000Z,1.098252314814815
48854,2022-08-10T07:46:32.000Z,2022-08-11T10:17:08.000Z,1.1045833333333333
48853,2022-08-10T06:33:39.000Z,2022-08-15T18:40:18.000Z,5.5046180555555555
48852,2022-08-10T06:32:45.000Z,2022-08-10T08:40:15.000Z,0.08854166666666667
48851,2022-08-10T06:19:54.000Z,2022-08-11T10:17:14.000Z,1.1648148148148147
48849,2022-08-10T06:04:10.000Z,2022-08-10T16:57:37.000Z,0.4537847222222222
48848,2022-08-10T05:01:18.000Z,2022-08-25T21:04:59.000Z,15.669224537037037
48847,2022-08-10T04:39:47.000Z,2022-08-10T15:46:55.000Z,0.46328703703703705
48846,2022-08-10T04:20:33.000Z,2022-08-29T08:27:00.000Z,19.171145833333334
48843,2022-08-09T23:51:13.000Z,2022-10-01T18:52:29.000Z,52.792546296296294
48842,2022-08-09T21:29:41.000Z,2022-10-24T00:45:25.000Z,75.13592592592593
48840,2022-08-09T19:46:03.000Z,2022-08-10T10:00:24.000Z,0.5932986111111112
48839,2022-08-09T19:44:24.000Z,2022-08-17T10:07:09.000Z,7.599131944444444
48838,2022-08-09T17:25:12.000Z,2022-08-10T10:00:18.000Z,0.6910416666666667
48836,2022-08-09T16:06:04.000Z,2022-08-17T08:04:54.000Z,7.665856481481481
48835,2022-08-09T15:59:17.000Z,2022-09-19T10:10:32.000Z,40.7578125
48834,2022-08-09T15:52:41.000Z,2022-11-30T00:30:11.000Z,112.31770833333333
48833,2022-08-09T15:19:31.000Z,2022-08-10T14:05:10.000Z,0.9483680555555556
48832,2022-08-09T15:16:06.000Z,2022-08-16T18:45:08.000Z,7.1451620370370375
48831,2022-08-09T15:04:46.000Z,2022-08-10T11:07:59.000Z,0.8355671296296296
48830,2022-08-09T15:03:45.000Z,2022-08-10T09:06:25.000Z,0.7518518518518519
48827,2022-08-09T13:25:00.000Z,2022-08-11T15:46:43.000Z,2.0984143518518517
48826,2022-08-09T13:06:01.000Z,2022-08-12T15:35:41.000Z,3.1039351851851853
48825,2022-08-09T12:51:11.000Z,2022-08-10T04:37:47.000Z,0.6573611111111111
48824,2022-08-09T12:32:20.000Z,2022-08-09T12:50:25.000Z,0.01255787037037037
48822,2022-08-09T12:30:25.000Z,2022-08-18T10:50:20.000Z,8.930497685185186
48821,2022-08-09T11:38:04.000Z,2022-08-10T18:30:45.000Z,1.2865856481481481
48820,2022-08-09T11:30:06.000Z,2022-08-10T10:00:11.000Z,0.9375578703703704
48819,2022-08-09T11:02:11.000Z,2022-08-11T10:16:57.000Z,1.968587962962963
48818,2022-08-09T10:48:27.000Z,2022-08-09T15:16:28.000Z,0.18612268518518518
